qseqid	sseqid	identity	length	mismatch	gaps	qstart	qend	sstart	send	evalue	bitscore	sscinames
APCM01000545.1	UniRef50_A0A182IPG7	87.9	91	9	1	1	273	71	159	6.80E-38	164.1	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCM01000545.1	UniRef50_A0A1A9WAF4	86.8	91	9	1	1	273	18	105	7.50E-37	160.6	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCM01004532.1	UniRef50_A0A922CHD7	95.2	42	2	0	4	129	46	87	6.50E-15	86.7	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCM01004532.1	UniRef50_O97102	95.2	42	2	0	4	129	47	88	6.50E-15	86.7	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCM01004532.1	UniRef50_B4MZ19	95.2	42	2	0	4	129	47	88	6.50E-15	86.7	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCM01004532.1	UniRef50_A0A182IPG7	95.2	42	2	0	4	129	118	159	1.10E-14	85.9	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCM01004532.1	UniRef50_A0A1A9WAF4	92.9	42	3	0	4	129	64	105	2.50E-14	84.7	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCN01000909.1	UniRef50_B4MZ19	89.1	92	7	1	1	276	1	89	8.10E-39	167.2	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCN01000909.1	UniRef50_A0A922CHD7	92.9	85	6	0	19	273	3	87	1.40E-38	166.4	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCN01000909.1	UniRef50_O97102	89	91	7	1	1	273	1	88	2.30E-38	165.6	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCN01000909.1	UniRef50_A0A182IPG7	87.9	91	9	1	1	273	71	159	1.50E-37	162.9	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCN01000909.1	UniRef50_A0A1A9WAF4	85.7	91	10	1	1	273	18	105	3.70E-36	158.3	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCN01004856.1	UniRef50_O97102	90.2	41	4	0	154	276	6	46	7.70E-13	81.3	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCN01004856.1	UniRef50_A0A9P0PQZ9	88.1	42	5	0	154	279	6	47	1.30E-12	80.5	UniRef50_A0A9P0PQZ9 Rad60/SUMO-like domain-containing protein n=2 Tax=Cucujiformia TaxID=41088 RepID=A0A9P0PQZ9_ACAOB
APCN01004856.1	UniRef50_A0A0L7LL12	90.2	41	4	0	163	285	33	73	1.70E-12	80.1	UniRef50_A0A0L7LL12 EF-hand domain-containing protein (Fragment) n=3 Tax=Endopterygota TaxID=33392 RepID=A0A0L7LL12_OPEBR
APCN01004856.1	UniRef50_A0A2A4JIT8	94.7	38	2	0	163	276	8	45	2.90E-12	79.3	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
APCN01004856.1	UniRef50_A0A922CHD7	94.7	38	2	0	163	276	8	45	2.90E-12	79.3	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCN01004856.1	UniRef50_A0A1A9WAF4	74.6	59	14	1	4	180	48	105	1.10E-15	89.7	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCN01004856.1	UniRef50_A0A922CHD7	74.6	59	14	1	4	180	30	87	4.00E-15	87.8	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCN01004856.1	UniRef50_O97102	74.6	59	14	1	4	180	31	88	4.00E-15	87.8	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCN01004856.1	UniRef50_B4MZ19	74.6	59	14	1	4	180	31	88	4.00E-15	87.8	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCN01004856.1	UniRef50_A0A182IPG7	72.9	59	15	1	4	180	102	159	1.20E-14	86.3	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APHL01000310.1	UniRef50_B4MZ19	89.1	92	7	1	1	276	1	89	8.10E-39	167.2	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APHL01000310.1	UniRef50_A0A922CHD7	92.9	85	6	0	19	273	3	87	1.10E-38	166.8	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APHL01000310.1	UniRef50_O97102	89	91	7	1	1	273	1	88	2.30E-38	165.6	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APHL01000310.1	UniRef50_A0A182IPG7	87.9	91	9	1	1	273	71	159	8.90E-38	163.7	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APHL01000310.1	UniRef50_A0A1A9WAF4	85.7	91	10	1	1	273	18	105	3.70E-36	158.3	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APHL01004161.1	UniRef50_O97102	82.7	52	9	0	22	177	38	89	1.30E-15	90.1	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APHL01004161.1	UniRef50_B4MZ19	81.1	53	10	0	22	180	38	90	1.30E-15	90.1	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APHL01004161.1	UniRef50_A0A182IPG7	77.6	58	13	0	1	174	102	159	1.70E-15	89.7	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APHL01004161.1	UniRef50_A0A922CHD7	84.3	51	8	0	22	174	37	87	1.70E-15	89.7	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APHL01004161.1	UniRef50_A0A1A9WAF4	82.7	52	9	0	22	177	55	106	2.20E-15	89.4	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APHL01004161.1	UniRef50_O97102	90.7	43	4	0	7	135	4	46	6.40E-14	83.6	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APHL01004161.1	UniRef50_A0A2A4JIT8	88.4	43	5	0	7	135	3	45	8.30E-14	83.2	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
APHL01004161.1	UniRef50_A0A922CHD7	88.4	43	5	0	7	135	3	45	8.30E-14	83.2	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APHL01004161.1	UniRef50_B4MZ19	90.7	43	4	0	7	135	4	46	1.10E-13	82.8	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APHL01004161.1	UniRef50_D6WER3	88.4	43	5	0	7	135	4	46	2.40E-13	81.6	UniRef50_D6WER3 Small ubiquitin-related modifier n=23 Tax=Opisthokonta TaxID=33154 RepID=D6WER3_TRICA
AXCL01014737.1	UniRef50_O97102	71.1	114	4	1	10	351	4	88	1.50E-34	153.3	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
AXCL01014737.1	UniRef50_B4MZ19	71.1	114	4	1	10	351	4	88	2.60E-34	152.5	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
AXCL01014737.1	UniRef50_A0A922CHD7	69	113	6	1	13	351	4	87	2.20E-33	149.4	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
AXCL01014737.1	UniRef50_A0A1A9WAF4	68.4	114	7	1	10	351	21	105	2.40E-32	146	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
AXCL01014737.1	UniRef50_A0A182IPG7	67.5	114	8	1	10	351	75	159	7.10E-32	144.4	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
AXCP01005501.1	UniRef50_A0A182IPG7	100	92	0	0	1	276	68	159	2.00E-45	189.1	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
AXCP01005501.1	UniRef50_O97102	89.5	86	9	0	19	276	3	88	7.50E-37	160.6	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
AXCP01005501.1	UniRef50_A0A1A9WAF4	88.4	86	10	0	19	276	20	105	1.30E-36	159.8	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
AXCP01005501.1	UniRef50_B4MZ19	87.6	89	10	1	10	276	1	88	2.90E-36	158.7	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
AXCP01005501.1	UniRef50_A0A922CHD7	88.4	86	9	1	19	276	3	87	1.10E-35	156.8	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
AXCP01004925.1	UniRef50_O97102	95	40	2	0	1	120	6	45	1.10E-13	82.4	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
AXCP01004925.1	UniRef50_A0A6L2PT67	92.5	40	3	0	1	120	67	106	4.30E-13	80.5	UniRef50_A0A6L2PT67 Ubiquitin-like domain-containing protein n=1 Tax=Coptotermes formosanus TaxID=36987 RepID=A0A6L2PT67_COPFO
AXCP01004925.1	UniRef50_A0A2A4JIT8	92.5	40	3	0	1	120	5	44	5.60E-13	80.1	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
AXCP01004925.1	UniRef50_A0A922CHD7	92.5	40	3	0	1	120	5	44	5.60E-13	80.1	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
AXCP01004925.1	UniRef50_F4WPV4	97.4	38	1	0	7	120	25	62	7.30E-13	79.7	UniRef50_F4WPV4 Small ubiquitin-related modifier 3 n=3 Tax=Bilateria TaxID=33213 RepID=F4WPV4_ACREC
JXXB01005625.1	UniRef50_O97102	95.1	41	2	0	1	123	6	46	5.60E-14	84	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
JXXB01005625.1	UniRef50_A0A2A4JIT8	92.7	41	3	0	1	123	5	45	2.80E-13	81.6	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
JXXB01005625.1	UniRef50_A0A922CHD7	92.7	41	3	0	1	123	5	45	2.80E-13	81.6	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
JXXB01005625.1	UniRef50_A0A9P0PQZ9	88.1	42	5	0	1	126	6	47	4.70E-13	80.9	UniRef50_A0A9P0PQZ9 Rad60/SUMO-like domain-containing protein n=2 Tax=Cucujiformia TaxID=41088 RepID=A0A9P0PQZ9_ACAOB
JXXB01005625.1	UniRef50_A0A0L7LL12	97.4	38	1	0	10	123	33	70	6.10E-13	80.5	UniRef50_A0A0L7LL12 EF-hand domain-containing protein (Fragment) n=3 Tax=Endopterygota TaxID=33392 RepID=A0A0L7LL12_OPEBR
ATLV01023334.1	UniRef50_F4WPV4	97.6	41	0	1	1	120	22	62	4.30E-13	80.5	UniRef50_F4WPV4 Small ubiquitin-related modifier 3 n=3 Tax=Bilateria TaxID=33213 RepID=F4WPV4_ACREC
ATLV01023334.1	UniRef50_A0A2A4JIT8	97.3	37	1	0	10	120	8	44	1.30E-12	79	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
ATLV01023334.1	UniRef50_A0A0L7LL12	97.3	37	1	0	10	120	33	69	1.30E-12	79	UniRef50_A0A0L7LL12 EF-hand domain-containing protein (Fragment) n=3 Tax=Endopterygota TaxID=33392 RepID=A0A0L7LL12_OPEBR
ATLV01023334.1	UniRef50_A0A922CHD7	97.3	37	1	0	10	120	8	44	1.30E-12	79	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
ATLV01023334.1	UniRef50_O97102	97.3	37	1	0	10	120	9	45	2.10E-12	78.2	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
ATLV01014963.1	UniRef50_B3MPE2	63.8	94	1	1	4	281	6	66	1.60E-18	99.8	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
ATLV01014963.1	UniRef50_Q9VJ33	63.8	94	1	1	4	281	6	66	1.60E-18	99.8	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
ATLV01014963.1	UniRef50_A0A9P0MLY6	62.8	94	2	1	4	281	90	150	2.80E-18	99	UniRef50_A0A9P0MLY6 NEDD8 n=1 Tax=Nezara viridula TaxID=85310 RepID=A0A9P0MLY6_NEZVI
ATLV01014963.1	UniRef50_D6WL56	62.8	94	2	1	4	281	6	66	2.80E-18	99	UniRef50_D6WL56 NEDD8 n=205 Tax=root TaxID=1 RepID=D6WL56_TRICA
ATLV01014963.1	UniRef50_A0A2B4RW20	60.6	94	4	1	4	281	6	66	3.00E-17	95.5	UniRef50_A0A2B4RW20 NEDD8 n=14 Tax=Opisthokonta TaxID=33154 RepID=A0A2B4RW20_STYPI
AAAB01008964.1	UniRef50_B3MPE2	97.8	45	1	0	7	141	6	50	4.90E-16	90.5	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
AAAB01008964.1	UniRef50_Q9VJ33	97.8	45	1	0	7	141	6	50	4.90E-16	90.5	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
AAAB01008964.1	UniRef50_A0A9L0IAN0	95.6	45	2	0	7	141	42	86	1.10E-15	89.4	UniRef50_A0A9L0IAN0 NEDD8 n=27 Tax=Bilateria TaxID=33213 RepID=A0A9L0IAN0_EQUAS
AAAB01008964.1	UniRef50_A0A3Q2HYF4	95.6	45	2	0	7	141	43	87	1.10E-15	89.4	UniRef50_A0A3Q2HYF4 NEDD8 n=13 Tax=Euteleostomi TaxID=117571 RepID=A0A3Q2HYF4_HORSE
AAAB01008964.1	UniRef50_A0A4W5L314	95.6	45	2	0	7	141	15	59	1.10E-15	89.4	UniRef50_A0A4W5L314 NEDD8 n=25 Tax=Bilateria TaxID=33213 RepID=A0A4W5L314_9TELE
ABKP02017746.1	UniRef50_B3MPE2	67	97	2	1	7	297	6	72	3.00E-23	115.5	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
ABKP02017746.1	UniRef50_Q9VJ33	67	97	2	1	7	297	6	72	3.00E-23	115.5	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
ABKP02017746.1	UniRef50_A0A9P0MLY6	66	97	3	1	7	297	90	156	5.10E-23	114.8	UniRef50_A0A9P0MLY6 NEDD8 n=1 Tax=Nezara viridula TaxID=85310 RepID=A0A9P0MLY6_NEZVI
ABKP02017746.1	UniRef50_D6WL56	66	97	3	1	7	297	6	72	5.10E-23	114.8	UniRef50_D6WL56 NEDD8 n=205 Tax=root TaxID=1 RepID=D6WL56_TRICA
ABKP02017746.1	UniRef50_A0A4W5L314	63.9	97	5	1	7	297	15	81	2.50E-22	112.5	UniRef50_A0A4W5L314 NEDD8 n=25 Tax=Bilateria TaxID=33213 RepID=A0A4W5L314_9TELE
ADMH02002093.1	UniRef50_T1EB05	64.3	129	15	2	373	1	1	102	7.70E-32	144.4	UniRef50_T1EB05 Secreted protein (Fragment) n=3 Tax=oswaldoi series TaxID=44548 RepID=T1EB05_ANOAQ
ADMH02002093.1	UniRef50_A0A2M4CMB6	73.5	102	1	1	306	1	1	76	2.90E-31	142.5	UniRef50_A0A2M4CMB6 Putative conserved plasma membrane protein (Fragment) n=2 Tax=Anopheles darlingi TaxID=43151 RepID=A0A2M4CMB6_ANODA
ADMH02002093.1	UniRef50_B3MPE2	71.9	96	1	1	1	288	7	76	6.30E-26	124.8	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
ADMH02002093.1	UniRef50_Q9VJ33	71.9	96	1	1	1	288	7	76	6.30E-26	124.8	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
ADMH02002093.1	UniRef50_D6WL56	69.4	98	4	1	1	294	7	78	8.30E-26	124.4	UniRef50_D6WL56 NEDD8 n=205 Tax=root TaxID=1 RepID=D6WL56_TRICA
APCL01001902.1	UniRef50_A0A091DCN8	86.5	52	7	0	28	183	91	142	7.50E-17	93.6	UniRef50_A0A091DCN8 NEDD8 n=1 Tax=Fukomys damarensis TaxID=885580 RepID=A0A091DCN8_FUKDA
APCL01001902.1	UniRef50_B3MPE2	100	46	0	0	46	183	5	50	7.50E-17	93.6	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
APCL01001902.1	UniRef50_Q9VJ33	100	46	0	0	46	183	5	50	7.50E-17	93.6	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
APCL01001902.1	UniRef50_D6WL56	97.8	46	1	0	46	183	5	50	2.20E-16	92	UniRef50_D6WL56 NEDD8 n=205 Tax=root TaxID=1 RepID=D6WL56_TRICA
APCL01001902.1	UniRef50_A0A6P8GY61	91.7	48	4	0	40	183	243	290	4.90E-16	90.9	UniRef50_A0A6P8GY61 NEDD8 n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A6P8GY61_CLUHA
APCM01000003.1	UniRef50_B3MPE2	100	45	0	0	34	168	6	50	3.60E-16	92	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
APCM01000003.1	UniRef50_Q9VJ33	100	45	0	0	34	168	6	50	3.60E-16	92	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
APCM01000003.1	UniRef50_A0A4W5L314	78.2	55	12	0	4	168	5	59	4.70E-16	91.7	UniRef50_A0A4W5L314 NEDD8 n=25 Tax=Bilateria TaxID=33213 RepID=A0A4W5L314_9TELE
APCM01000003.1	UniRef50_A0A091DCN8	88	50	6	0	19	168	93	142	6.10E-16	91.3	UniRef50_A0A091DCN8 NEDD8 n=1 Tax=Fukomys damarensis TaxID=885580 RepID=A0A091DCN8_FUKDA
APCM01000003.1	UniRef50_A0A6P8GY61	91.7	48	4	0	25	168	243	290	1.00E-15	90.5	UniRef50_A0A6P8GY61 NEDD8 n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A6P8GY61_CLUHA
APCN01002503.1	UniRef50_B3MPE2	97.8	45	1	0	7	141	6	50	4.90E-16	90.5	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
APCN01002503.1	UniRef50_Q9VJ33	97.8	45	1	0	7	141	6	50	4.90E-16	90.5	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
APCN01002503.1	UniRef50_A0A9L0IAN0	95.6	45	2	0	7	141	42	86	1.10E-15	89.4	UniRef50_A0A9L0IAN0 NEDD8 n=27 Tax=Bilateria TaxID=33213 RepID=A0A9L0IAN0_EQUAS
APCN01002503.1	UniRef50_A0A3Q2HYF4	95.6	45	2	0	7	141	43	87	1.10E-15	89.4	UniRef50_A0A3Q2HYF4 NEDD8 n=13 Tax=Euteleostomi TaxID=117571 RepID=A0A3Q2HYF4_HORSE
APCN01002503.1	UniRef50_A0A4W5L314	95.6	45	2	0	7	141	15	59	1.10E-15	89.4	UniRef50_A0A4W5L314 NEDD8 n=25 Tax=Bilateria TaxID=33213 RepID=A0A4W5L314_9TELE
APHL01003976.1	UniRef50_A0A6P8GY61	93.8	48	3	0	82	225	243	290	9.20E-17	93.6	UniRef50_A0A6P8GY61 NEDD8 n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A6P8GY61_CLUHA
APHL01003976.1	UniRef50_A0A9L0IAN0	75.9	58	14	0	52	225	29	86	1.60E-16	92.8	UniRef50_A0A9L0IAN0 NEDD8 n=27 Tax=Bilateria TaxID=33213 RepID=A0A9L0IAN0_EQUAS
APHL01003976.1	UniRef50_A0A091DCN8	86.3	51	7	0	73	225	92	142	2.70E-16	92	UniRef50_A0A091DCN8 NEDD8 n=1 Tax=Fukomys damarensis TaxID=885580 RepID=A0A091DCN8_FUKDA
APHL01003976.1	UniRef50_B3MPE2	100	45	0	0	91	225	6	50	2.70E-16	92	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
APHL01003976.1	UniRef50_Q9VJ33	100	45	0	0	91	225	6	50	2.70E-16	92	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
AXCK02017244.1	UniRef50_B3MPE2	100	45	0	0	43	177	6	50	2.10E-16	92	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
AXCK02017244.1	UniRef50_Q9VJ33	100	45	0	0	43	177	6	50	2.10E-16	92	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
AXCK02017244.1	UniRef50_A0A9P0MLY6	97.8	45	1	0	43	177	90	134	6.10E-16	90.5	UniRef50_A0A9P0MLY6 NEDD8 n=1 Tax=Nezara viridula TaxID=85310 RepID=A0A9P0MLY6_NEZVI
AXCK02017244.1	UniRef50_D6WL56	97.8	45	1	0	43	177	6	50	6.10E-16	90.5	UniRef50_D6WL56 NEDD8 n=205 Tax=root TaxID=1 RepID=D6WL56_TRICA
AXCK02017244.1	UniRef50_A0A6P8GY61	95.6	45	2	0	43	177	246	290	1.40E-15	89.4	UniRef50_A0A6P8GY61 NEDD8 n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A6P8GY61_CLUHA
AXCL01011251.1	UniRef50_B3MPE2	100	45	0	0	1	135	6	50	1.60E-16	92	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
AXCL01011251.1	UniRef50_Q9VJ33	100	45	0	0	1	135	6	50	1.60E-16	92	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
AXCL01011251.1	UniRef50_A0A9P0MLY6	97.8	45	1	0	1	135	90	134	4.70E-16	90.5	UniRef50_A0A9P0MLY6 NEDD8 n=1 Tax=Nezara viridula TaxID=85310 RepID=A0A9P0MLY6_NEZVI
AXCL01011251.1	UniRef50_D6WL56	97.8	45	1	0	1	135	6	50	4.70E-16	90.5	UniRef50_D6WL56 NEDD8 n=205 Tax=root TaxID=1 RepID=D6WL56_TRICA
AXCL01011251.1	UniRef50_A0A6P8GY61	95.6	45	2	0	1	135	246	290	1.00E-15	89.4	UniRef50_A0A6P8GY61 NEDD8 n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A6P8GY61_CLUHA
AXCM01007430.1	UniRef50_A0A6P8GY61	93.8	48	3	0	16	159	243	290	6.50E-17	93.6	UniRef50_A0A6P8GY61 NEDD8 n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A6P8GY61_CLUHA
AXCM01007430.1	UniRef50_A0A091DCN8	86.3	51	7	0	7	159	92	142	1.90E-16	92	UniRef50_A0A091DCN8 NEDD8 n=1 Tax=Fukomys damarensis TaxID=885580 RepID=A0A091DCN8_FUKDA
AXCM01007430.1	UniRef50_B3MPE2	100	45	0	0	25	159	6	50	1.90E-16	92	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
AXCM01007430.1	UniRef50_Q9VJ33	100	45	0	0	25	159	6	50	1.90E-16	92	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
AXCM01007430.1	UniRef50_A0A9P0MLY6	97.8	45	1	0	25	159	90	134	5.50E-16	90.5	UniRef50_A0A9P0MLY6 NEDD8 n=1 Tax=Nezara viridula TaxID=85310 RepID=A0A9P0MLY6_NEZVI
JXXB01004259.1	UniRef50_B3MPE2	68.9	103	1	1	58	366	5	76	2.10E-26	126.3	UniRef50_B3MPE2 NEDD8 n=255 Tax=Eukaryota TaxID=2759 RepID=B3MPE2_DROAN
JXXB01004259.1	UniRef50_Q9VJ33	68.9	103	1	1	58	366	5	76	2.10E-26	126.3	UniRef50_Q9VJ33 NEDD8 n=45 Tax=Opisthokonta TaxID=33154 RepID=NEDD8_DROME
JXXB01004259.1	UniRef50_D6WL56	68	103	2	1	58	366	5	76	3.60E-26	125.6	UniRef50_D6WL56 NEDD8 n=205 Tax=root TaxID=1 RepID=D6WL56_TRICA
